customer_tweet_id,customer_text,agent_tweet_id,agent_text,created_at,weak_intent
123460,"@SpotifyCares Hi again, tech support could not find anything. Could you please tell me if my Spotify premium account is associated with a psn account ?",1270554,"@143581 That's odd. We're afraid that we couldn't see if an account is already linked to a PSN account. Don't worry, we'll still help get this figured out. Can you DM us your account's username or email address? /MU",Sat Nov 25 11:59:06 +0000 2017,billing_payment_subscription
2733015,"Why does the @115888 app feel compelled to delete all 2,556 of my downloaded songs every two months? (iOS)  @SpotifyCares",2733014,@766068 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at  They should help with this,Mon Nov 20 16:23:12 +0000 2017,downloads_offline_issue
1989945,"hey, @SpotifyCares, please please please give us a “hide band” option. Sometimes I just really NEVER want to listen to a band, you know?",1989944,"@476604 Hi Karl! This isn’t possible right now, but we have more info about this on our Community. Check it out:",Thu Nov 02 15:25:51 +0000 2017,general_chitchat_ack
1222455,@SpotifyCares the Spotiamb hack thing is ruining Spotify...please help!!! What do I do to make it go away?,1222454,@385695 Hey! We’re sorry to hear that. Check out  for what to do next,Mon Oct 16 00:22:11 +0000 2017,login_account_access
2492568,@SpotifyCares Hi again. I followed your links and advice. Completed the I still need help form and have heard nothing? Very concerned about data security as presumably the hacker still has access to my account.,2492570,@711579 We understand. We recommend reaching out to us here:  They'll be the best folks to help out with this,Wed Nov 15 21:48:34 +0000 2017,login_account_access
2786587,It's utterly ridiculous that @SpotifyCares or @116935 have ZERO controls to protect young children from explicit lyrics. Completely irresponsible and possibly a deal breaker for me.,2786586,"@189197 We hear you. Your feedback has been noted and passed onto the team. If you ever need anything else, just let us know",Tue Nov 21 18:55:16 +0000 2017,general_chitchat_ack
2534023,@SpotifyCares everything is un-downloaded again. Fix this problem already😡,2534021,"@169999 Hey there, help's here! Just to check, does logging out &gt; restarting the device &gt; logging back in help? Keep us posted",Mon Oct 30 13:07:43 +0000 2017,downloads_offline_issue
1618081,@115888 what’s the point on having downloaded songs if then I need to be online to listen to them?  :/,1618080,"@496124 Hi Filippo, help's here. Can you let us know the device you're using, its operating system, and Spotify version? We'll check it out",Sun Nov 05 06:23:02 +0000 2017,downloads_offline_issue
2175353,@SpotifyCares No difference ☹️,2175355,@277460 Alright. Can you check if reinstalling the app makes a difference? Just follow the steps at,Thu Nov 09 15:29:38 +0000 2017,general_chitchat_ack
1927544,@SpotifyCares why did I just get charged the full premium price event tho I renewed my student discount?,1927543,"@573651 Hi Chrissy, help's here! Can you DM us your account's username and email address? We'll do some digging 🔍 /TR",Fri Oct 27 17:52:49 +0000 2017,billing_payment_subscription
2848309,"@SpotifyCares  Apparently, rearranging tracks inside a playlist on Android is not a feature... 66+ pages of comments. It's ridiculous. SpotifyDoesntCare",2848308,"@792133 Hi Farid, we hear you! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see. Just give a shout if you need anything else",Mon Nov 27 18:51:03 +0000 2017,feature_request_feedback
2697371,"@SpotifyCares hey, i am getting a bug on xbox one where everytime i quit the app i get signed out. is there anyway i can fix this/or are you aware of this?",2697369,@458451 Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there,Sun Nov 19 19:06:30 +0000 2017,playback_streaming_issue
856195,@spotifycares I have a premium family account how do I go about adding family members,856193,@323320 Hey Rich! We have some more info on inviting family members here:  Let us know how it goes,Fri Oct 20 16:12:49 +0000 2017,family_plan_management
301485,@SpotifyCares before I already asked about if there's option to turn off the new interface and use the old one? Just can't find anything now,301484,"@187918 Hi there! At this moment, it's not possible to switch to older interfaces. If you're seeing an issue, let us know and we'll help out 🙂",Fri Aug 11 18:03:38 +0000 2017,content_missing_restricted
1877762,"@SpotifyCares hey I can’t login to my account on the app. I’ve tried to redownload the app many times, but still can’t login",1877761,"@560506 Hi Nadila, help's here! Could you DM us your username and email address? We'll see what we can suggest /JQ",Sat Oct 21 02:47:36 +0000 2017,login_account_access
997192,@SpotifyCares Someone just gifted me 12 months of Premium which is awesome but how does this affect paying for a Family Premium plan?,997191,@163701 Hey Lewis! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /PK,Tue Nov 21 18:09:34 +0000 2017,family_plan_management
1222860,IGH I CANT DOWNLOAD SPOTIFY,1222858,"@406950 Hey there, we'd love to help! Can you let us know which country you're currently in?",Wed Oct 25 15:51:16 +0000 2017,downloads_offline_issue
1811076,@SpotifyCares I have a new premium family account. How do my family set up on their devices if they have lost the email with the set up?,1811075,@544120 Hi there! Can you DM us your account's username or email address? We'll take a look under the hood /JM,Sat Oct 14 22:43:40 +0000 2017,family_plan_management
2916528,"@115888 why is it so hard to add my daughter to our family account? We keep getting a nondescript error. Been going on for months, and she resorted to using her own account. Assistance please",2916527,"@807264 Hey there! We'll help out. Can you DM us your account's email address, as well as your daughter's? We'll take a look under the hood /AN",Tue Nov 28 23:56:47 +0000 2017,family_plan_management
678420,"Hey @115888, the Stranger Things overlay is cool and all, but it's killing my CPU and, thus, my battery. According to  this is an ad. As a paying subscriber, why am I not able to disable these ads?",678421,@281865 We understand. Can you DM us your account's username or email address? We'll take a look backstage /PL,Sun Nov 26 06:52:33 +0000 2017,feature_request_feedback
1269681,"@SpotifyCares 
hello i have removed playstation on my spotify account app page but will not link to my new psn account? help please",1269680,"@417276 Hey there, we'd love to help! Can you DM us your account's username or email address? We'll take a look backstage",Thu Oct 26 14:12:02 +0000 2017,content_missing_restricted
2320570,@115888 Not sure if you have a feedback portal /roadmap but I'd love 1. Playlists to be alphabetized by default and 2. When opening Spotify links in the browser to know that Spotify is open on my machine already and ask to open there instead #feedback,2320569,"@672530 Hey Danielle, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see in the future",Mon Nov 13 13:53:19 +0000 2017,device_platform_support
420488,"If @115888 were to integrate an alarm clock function my/our mornings would be 1,000% easier and happier. #yourewelcome",420487,@215216 Hey there! You can help make it happen by voting for the idea here:,Tue Oct 10 06:58:59 +0000 2017,general_chitchat_ack
2653189,@SpotifyCares Hey guys any insight as to why my downloaded music keeps getting deleted off my ipod? Bit of a pain having to re-download a few thousands songs,2653188,@748239 Hey! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at  They should help with this,Sun Nov 19 04:13:48 +0000 2017,downloads_offline_issue
1209601,@115888 please change the #Polish translations to something better - current ones are #hilarious 😂 #GoogleTranslate API used? 🤔🍻,1209600,@403949 Hey Grzegorz! Can you send us the Playlist Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll check it out,Wed Oct 25 11:06:31 +0000 2017,general_chitchat_ack
115221,@SpotifyCares Thanks JK. It's saying incorrect username and password. I've not changed my password at all though. I can only assume my account has been compromised in some way?,115223,"@141620 We’re sorry to hear that. Check out  for what to do next. If you need anything else, let us know",Thu Nov 23 22:19:00 +0000 2017,login_account_access
1116837,@SpotifyCares brother &amp; cousin were kicked out of my premium for family even tho we live in MY together? Can you help fix this please.,1116836,@383527 Hey! We've just sent a DM your way. Let's carry on chatting there,Sat Oct 14 09:31:02 +0000 2017,family_plan_management
872764,@SpotifyCares Please help me regain control of my hacked premium account.,872763,@327204 Hey Hugo! We've just replied to your DM. We'll carry on helping out there,Fri Oct 20 20:38:57 +0000 2017,login_account_access
991201,@SpotifyCares but I cannot recover my library. Please help. Don’t think I was hacked as password and email were not changed.,991200,@354795 Hi there! Can you DM us your account's email address? We'll take a look backstage /NY,Sun Oct 22 13:23:40 +0000 2017,login_account_access
2294859,@115888 why is “bang your head” by gravedigger not on your app? Any particular reason?,2294857,"@666366 Hey there, we're here to help! Do you mean Bang Your Head by Grave Diggaz?  Let us know if this is right 🙂",Sun Nov 12 00:06:25 +0000 2017,content_missing_restricted
116641,"@117153 Hey I’m not able to search music in the search bar, it says “an error occurred” and won’t let me try again.",2917775,"@807606 Hey Jaeden, thanks for the report. We had a little hiccup earlier but everything should be running just fine now",Wed Nov 29 00:26:01 +0000 2017,playback_streaming_issue
1707321,@115888 Will you guys please make it so me and my friends who also have premium can jam to the same songs at the same time simultaneously?,1707320,@517408 Hey Logan! We can see how that'd be useful. You can vote for the official idea here:,Tue Oct 17 17:35:43 +0000 2017,billing_payment_subscription
2133716,"I mean, my flatmate was literally standing beside me wearing pjs as she tried to add me again to Spotify Family, I can assure y'all we share the same address",2133715,@627796 Hey! Can you send us the usernames or email addresses on your and the plan owner's accounts via DM? We'll take a look under the hood /RC,Sun Nov 26 13:01:43 +0000 2017,family_plan_management
1717248,@115888 thanks for deleting all my downloaded songs....,1717247,"@519984 Hey, sorry to hear that! Check the steps under “Downloads unexpectedly removed” at  They should help with this",Mon Oct 16 13:21:01 +0000 2017,downloads_offline_issue
645101,I'm not sure if @115888 just added ads to its free service but it's been 30min and 4 ads and I'm already on soundcloud again,645100,"@273114 Hey there! Thanks for your feedback - we'll pass it on. For now, check out  if you haven't had a subscription before",Wed Nov 22 18:23:45 +0000 2017,feature_request_feedback
1102753,@SpotifyCares I have a premium account &amp;it works with sonos but when I put my password in just 2use Spotify on my phone I have no premium 😏,1102752,@380219 Hey there! Can you DM us your account's email address? We'll take a look /RB,Mon Oct 23 23:25:42 +0000 2017,login_account_access
1067195,@115888 it won’t play unless I’ve save songs from the album. No I want to listen to music without saving it. So please fix this problem.,1067192,@371844 Hey Joshua! What device are you currently using? Are you getting any specific error messages when trying to play tracks?,Sat Oct 14 22:59:31 +0000 2017,feature_request_feedback
2517269,@SpotifyCares After my mac updated to the new High Sierra OS,2517268,@132062 Hmm. Can you let us know the OS X and Spotify versions that you're using? We'll see what we can suggest,Wed Nov 15 23:55:56 +0000 2017,device_platform_support
156966,"I hate that I pay $10 a month for @115888 to download on my phone and on every Friday when my phone connects to the network, everything in a Spotify curated playlist gets deleted off my phone. I wonder if Apple Music does this...",156963,@152052 Hey Zachary! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at  They should help with this,Fri Nov 24 17:36:27 +0000 2017,billing_payment_subscription
2898311,@SpotifyCares I hate my daily mix two and where the fucks the option for CLEAN MUSIC @115888,2898310,"@802990 Hey Tahani! Thanks for the feedback. Check out  to improve your Daily Mix. On the other hand, we don't have any info on the clean music option. To help make it happen, we’d recommend showing your support for the idea here:",Tue Nov 28 17:18:39 +0000 2017,general_chitchat_ack
2307501,WTF ? Since when does Spotify censors the rude words ? MAN THATS RAP !,2307500,@669374 Hey! Hey! Spotify doesn’t censor music – we make it available in whatever form it’s given to us. More info here:,Mon Nov 13 01:21:06 +0000 2017,general_chitchat_ack
223065,"@SpotifyCares I could send members of my house to join the family account. I'm only utilizing 2 such accounts at present, would like to utilize more",223066,@169282 Sorry for the confusion. Could you DM us your account's email address or username? We'll take a closer look /AY,Thu Oct 05 09:53:09 +0000 2017,family_plan_management
1035812,"@SpotifyCares hi I'm currently paying £14.99 but I'm now a student, how can I apply for a student account?",1035811,@365014 Hey there! Here's all the information you need to know about the student discount:,Sat Oct 14 18:32:08 +0000 2017,billing_payment_subscription
1996687,@115888 DAMN! The hackers also upgraded me to a @115888 Family Plan without my knowledge! Check your account info ASAP if you use Spotify.,1996686,@590407 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF,Fri Nov 03 16:20:09 +0000 2017,family_plan_management
2919358,Is is just me or has @115888 gotten really terrible over the past couple months? I can't seem to listen anymore without reloading my browser multiple times and signing back in.,2919357,@808030 Hey Sarah! Everything should be running smoothly now. Let us know if this is still happening,Wed Nov 29 00:47:23 +0000 2017,device_platform_support
2317243,@115888 how do I turn off the autolaunch? Every time I get in my car your app takes over! I don't pay to get frustrated!!! I will cancel my family subscription if this isn't resolved.,2317241,@671846 Hi! Driving Mode will auto launch once the app detects your car's Bluetooth connection. Can you try disabling this to see if it helps?,Mon Nov 13 07:47:32 +0000 2017,family_plan_management
1391767,@SpotifyCares my web player isn’t working 🆘,1391765,"@443695 Hey there, we're here to help! Are you receiving an error of any kind in your browser? Let us know",Mon Oct 16 16:10:11 +0000 2017,playback_streaming_issue
982455,@SpotifyCares Spotify doesn't appear on the lock screen or control panel in the latest ios update. Please help,982453,@__xxdkxx__ Hey there! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted,Wed Oct 11 21:11:35 +0000 2017,device_platform_support
2898341,"The only program which ever causes a total freeze on my Windows 10 machine is @115888, and it does so regularly.",2898339,"@802997 Hey Garve, help's here! Could you DM us some more info? Are you using the web player or desktop app? Which version of Spotfiy are you running? Also, any details or screenshots of error messages you're seeing would be super helpful. We'll be standing by /AL",Tue Nov 28 17:06:31 +0000 2017,device_platform_support
2142178,@SpotifyCares my husband can't acced to my Family with the invite. Where does he put the code?,2142177,@629860 Hey Catherine! Can you DM us your accounts' email addresses? We'll lend a hand /MV,Sat Nov 04 22:51:59 +0000 2017,family_plan_management
399252,Yo @115888 this is like the 96293rd time I had to download my playlists again. What's up fam?,399251,"@210392 Hey there, help's here! Could you DM us your account's username and email address? We'll check backstage for you /BX",Tue Oct 17 20:41:53 +0000 2017,downloads_offline_issue
1805428,"@SpotifyCares Having major trouble with my mobile account and connecting to facebook sign-in. Bought premium, love product but getting sad!",1805427,"@542469 Hi Kristin, help's here! Can you DM us your account's username or email address? We'll take a look backstage /MC",Fri Oct 13 19:42:41 +0000 2017,billing_payment_subscription
1872775,@115888 @115858 our headphones have not control on Spotify app since ios 11 came. When will we have a fixed version??,1872774,@559217 Hey Sinan! Sorry to hear that. Could you let us know what Spotify version you're using?,Fri Oct 20 04:39:39 +0000 2017,device_platform_support
1124962,Spotify inbox and messages are gone forever. Very disappointing :( @SpotifyCares,1124961,"@385264 Hi Iñaki! Sorry to hear that. Rest assured, we're passing on all feedback about this. Thanks for sharing your thoughts",Sat Oct 14 14:23:23 +0000 2017,general_chitchat_ack
2969667,"@SpotifyCares - but doesn't actually. contacted them 3 times about this freeloader using my account and theyve been unable to remove him. aight

thanks",2969666,"@819120 Hey, that's not cool! Can you shoot us a DM with your account's username and email address? We'll take a look backstage /DI",Wed Nov 29 23:58:35 +0000 2017,general_chitchat_ack
2360641,"@SpotifyCares hi. I have a problem. Spotify charges me 99 NOK every month, but i only have the free version. I cant find out why i am paying or if its connected to another account. Can you please help me?",2360640,"@681694 Hey there, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK",Mon Nov 13 20:39:07 +0000 2017,content_missing_restricted
2281649,"@SpotifyCares I love spotify - but the web app is incredibly bad. Constant errors like the one I show here, often takes 5-10 refreshes before it works. It's been an issue for a over a year. I've tried different browsers. I can't download the app on my work pc. Please fix this.",2281648,"@663211 Hi there. We're sorry you feel that way. Can you let us know what device, OS, and browser you're using? We'll see what we can suggest",Sat Nov 11 15:07:56 +0000 2017,downloads_offline_issue
911632,WHY DID YOUR TEAM CHANGE THE UPDATE?! @SpotifyCares Why aren't we allowed to press hold on a song for a preview anymore??,911630,@336517 Hey! We have more info about this here:  Give us a shout if you have any questions /K,Sat Oct 21 07:04:19 +0000 2017,content_missing_restricted
318932,@SpotifyCares OMG WHAT THANK U,318934,@192091 No worries! Let us know if you ever need us again. We'd be...  🙂,Sat Oct 07 14:42:00 +0000 2017,general_chitchat_ack
2921966,@SpotifyCares Thanks Spotify. As if I ever doubted you for a moment!,2921968,@793476 You're welcome!,Wed Nov 29 02:41:38 +0000 2017,general_chitchat_ack
1027105,@SpotifyCares It shows as normal. The fun thing is that if I have the web player and the desktop app open I can alternate between versions on the fly...,1027106,@363041 Hmm. We'll need a few more details to get a clearer picture of what's going on. Could you DM us your account's email address? /KB,Mon Oct 23 01:00:05 +0000 2017,playback_streaming_issue
1189846,@SpotifyCares the app keeps deleting offline/saved songs off of my phone with no warning. I have plenty of space on it. Samsung S6 Edge.,1189844,@399663 Hey! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at,Wed Oct 25 06:55:18 +0000 2017,downloads_offline_issue
2792202,Why can't I sign into my account @115888 ?,2792201,"@779268 Hey Jacob, that doesn't sound right. Can you DM us your account's email address or username? A screenshot of any error messages you're getting would be helpful, too. We'll be waiting /JE",Tue Nov 21 20:39:26 +0000 2017,general_chitchat_ack
775125,@115888 bring back 30 sec previews of songs. You're ruining my playlists.,775123,@305196 Hey! We have more info about this here:  Give us a shout if you have any questions,Thu Oct 12 02:40:57 +0000 2017,general_chitchat_ack
751832,"@SpotifyCares 4G. Wifi takes long to load, but at least it does something",751833,@299692 Thanks for the confirmation. Can you DM us your username and email address? We'll take a look backstage /JI,Wed Oct 11 18:35:02 +0000 2017,general_chitchat_ack
2030376,@117153 Hi. I bought for premium account 5 hours ago but my spotify still in free mode. trying to relogin but nothing happen. help me,2030375,@600403 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /MA,Tue Nov 07 08:33:24 +0000 2017,billing_payment_subscription
1836136,@115888 I paid for a god damn student subscription but when I login with Facebook on the app it tells me I don’t have one #WTF,1836135,"@550581 Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage 🙂 /CG",Wed Oct 18 16:28:15 +0000 2017,login_account_access
1782505,"@SpotifyCares will you PLEASE, for the love of all that's still holy, FIX THE WINDOWS PHONE APP? IT JUST CRASHED 30 TIMES IN A ROW",1782504,"@535540 Hey, that doesn't sound right. Can you DM us your account's email address or username? We'll see what we can suggest /RH",Wed Oct 11 00:47:16 +0000 2017,playback_streaming_issue
2878323,"@115888 You work with Alexa, right??",2878322,"@798922 Hey Jana, we sure do! You can read all about it at",Tue Nov 28 07:08:45 +0000 2017,device_platform_support
2614459,@115888 how is that song ‘dua’ worthy of #NewMusicFriday ?? It’s god awful and creepy. Stop selling out to labels.,2614458,"@739079 Hi Brendan, we appreciate your feedback! Don't worry, we'll make sure to pass this on to the right team. Feel free to tweet us if there's anything else",Fri Nov 17 13:28:04 +0000 2017,general_chitchat_ack
83697,@115888 i want to get a premuim account but the payment still 379 for 3 months..how come that you said its only 9php,135143,@146439 Hi there! Can you DM us your account's username or email address? We'll see what we can suggest /DN,Fri Nov 24 08:56:36 +0000 2017,billing_payment_subscription
1933340,"@SpotifyCares when I’m on my app I have premium and I pay every month, but when I login online I don’t have access to premium",1933339,"@575302 Hi there, that doesn't sound good. Can you DM us your account's email address? We'll take a look backstage /AK",Sat Oct 28 22:30:39 +0000 2017,login_account_access
1956770,@SpotifyCares uhm iPhone 6 iOS 10 don't know what version of spotify,1956773,"@580677 1: Thanks. To get the Spotify version you're running, just go to Your Music &gt; Settings &gt; About.",Mon Oct 30 18:08:13 +0000 2017,device_platform_support
265069,@115888 really means it when they say they care! @SpotifyCares Thank you so much for helping me today!,265068,@179148 You're welcome! You know where we are for anything else. Have a  💚,Thu Oct 05 23:00:15 +0000 2017,general_chitchat_ack
1798650,@SpotifyCares Someone is using my grandmothers card for a subscription and we are trying to figure out how to stop it from charging her account.,1798653,"@540444 1: Got it! Could you DM us a screenshot of the charge as it appears on her bank statement? For security reasons, please make sure the...",Sat Oct 14 01:53:30 +0000 2017,billing_payment_subscription
1950859,"@SpotifyCares added my son to family group, he has accepted, but his account does not show it as Premium..still says Free. ???",1950857,"@579404 Hey there! Does logging out, restarting his device, and logging back in help at all? Let us know how that goes",Wed Oct 18 16:42:46 +0000 2017,family_plan_management
2789379,@SpotifyCares is your website down trying to get in to cancel my subscription but can’t get to the page,2789377,@557209 Hey there! Can you DM us your account's email address? We'll take a look backstage /LM,Tue Nov 21 19:55:24 +0000 2017,billing_payment_subscription
